ImageSceneContainerName::Image Scene Container Name ;ImageSceneRow::Image Scene Row Index!!I;ImageSceneColumn::Image Scene Column Index!!I;ID::ID!!I;Index::Index!!I;IntensityMean_mCher::Intensity Mean Value of channel 'mCher'!!R;Area::Area!!R;Perimeter::Perimeter!!R;Roundness::Roundness!!R;FeretRatio::Feret Ratio!!R
;;;;;"Gray";"µm²";"µm";;
"C7";3;7;20;19;5141,9237668161;191,31685744214;61,395236071895;0,36032227345557;0,39185983279343
"C8";3;8;2;1;3819,956097561;175,87424114637;54,527884536115;0,50010136668126;0,51567867900288
"C8";3;8;3;2;3644,8940397351;129,54639225903;48,203112649307;0,42821475081039;0,50699085077942
"C8";3;8;4;3;4966,6067530696;5030,8612199136;295,03942808209;0,62167298203813;0,6555924976891
"C8";3;8;5;4;4100,8240740741;92,655697774671;37,406051671878;0,70881445007975;0,78851306643249
"C8";3;8;6;5;4248,2815249267;292,55178649225;67,402172159003;0,58677372998166;0,64016723293379
"C8";3;8;7;6;4523,9600694444;494,16372146491;84,52400502324;0,76237948953;0,79400759642655
"C8";3;8;8;7;3988,1294117647;72,923465841176;34,243665728474;0,5578632245998;0,63607069656906
"C8";3;8;9;8;4631,927631579;130,40431538657;43,412987758986;0,77413521392244;0,84890750826606
"C8";3;8;10;9;4021,6304347826;355,1801748029;75,579426842;0,63355979359788;0,69852507648412
"C8";3;8;11;10;4934,4273624824;608,26749742816;92,701259706237;0,81035508478688;0,80895295921459
"C8";3;8;12;11;3726,5140186916;183,59554929426;52,900145589199;0,58731416599274;0,68465848308536
"C8";3;8;13;12;3660,6785714286;120,10923785606;46,893209502091;0,40884223297819;0,46036999490384
"C8";3;8;14;13;4443,278597786;464,99433512844;84,52400502324;0,63427939170037;0,64620250843941
"C9";3;9;2;1;3686,8990825688;93,513620902214;39,483278317338;0,53181511188543;0,59963416205486
"C9";3;9;3;2;4841,1440677966;202,46985810021;54,527884536115;0,67529594687367;0,71109441849498
"C9";3;9;4;3;3719,4583333333;82,360620244152;35,55356887569;0,59630602864424;0,62861745154646
"C9";3;9;5;4;3684,8170731707;140,69939291709;44,273403207658;0,72253100602855;0,76470620353705
"C9";3;9;6;5;3803,3322147651;255,66109200789;68,71207530622;0,52336975481255;0,63064611726402
"C9";3;9;7;6;4308,2450980392;87,508159009411;35,55356887569;0,70206358308656;0,80877135876924
"C9";3;9;8;7;4365,0718954248;131,26223851412;43,730823558686;0,7464927717291;0,80473961514468
"C9";3;9;9;8;3630,0837988827;153,56823983024;50,822918943739;0,55592665024931;0,61210790155919
"C9";3;9;10;9;3655,4084507042;60,912542055571;32,391182932286;0,56500411377974;0,63245780763994
"C9";3;9;11;10;4065,7954545455;264,24032328332;65,324945513543;0,67847423736828;0,74870161218895
"C9";3;9;12;11;3690,3769633508;163,86331736076;48,970436147551;0,74827390501841;0,86291146668774
"C9";3;9;13;12;3647,7709251101;194,74854995232;52,675401739927;0,733570906497;0,81151297880595
"C9";3;9;14;13;3661,2871794872;167,29500987093;48,970436147551;0,77588593089471;0,86834309845712
"C9";3;9;15;14;4496,3764044944;458,13095010809;82,12894257808;0,68965876990015;0,72685719015761
"C9";3;9;16;15;4922,8;167,29500987093;48,970436147551;0,81137831164622;0,91465921680151
"C9";3;9;17;16;4097,7506234414;344,02717414484;70,339814253136;0,63189380800632;0,69652681036059
"C9";3;9;18;17;4540,8916666667;102,95077530519;39,801114117038;0,65294407069669;0,65372080809677
"C9";3;9;19;18;3815,0988467875;520,75933841875;87,143811317672;0,68395684344388;0,70585519603486
"C9";3;9;20;19;3923,2274881517;362,04355982325;78,966556634676;0,53734188791069;0,57595208215446
"C9";3;9;21;20;3861,6075566751;1702,9774081734;222,26599143538;0,4750257157152;0,5760114836891
"C9";3;9;22;21;4044,7259001161;738,67181281474;122,15480054439;0,41371136592783;0,47662389081732
"C9";3;9;23;22;4421,0915750916;468,42602763861;86,825975517972;0,5967770342868;0,59562394186962
"C9";3;9;24;23;4331,5865546219;510,46426088823;88,771550264589;0,60223838323215;0,63600600303978
"C9";3;9;25;24;3778,2196261682;183,59554929426;53,217981388899;0,58478653426163;0,60225454777704
"C9";3;9;26;25;5146,6935483871;319,14740344609;68,169495657247;0,70274399652803;0,7703747476654
"C9";3;9;27;26;4109,355704698;127,83054600394;42,645664260742;0,843191791196;0,93334676617202
"C9";3;9;28;27;3978,904109589;187,88516493197;57,915014328791;0,65611509739782;0,82463510741874
