ImageSceneContainerName::Image Scene Container Name ;ImageSceneRow::Image Scene Row Index!!I;ImageSceneColumn::Image Scene Column Index!!I;ID::ID!!I;Index::Index!!I;IntensityMean_mCher::Intensity Mean Value of channel 'mCher'!!R;Area::Area!!R;Perimeter::Perimeter!!R;Roundness::Roundness!!R;FeretRatio::Feret Ratio!!R
;;;;;"Gray";"µm²";"µm";;
"D9";4;9;2;1;4101,4583333333;82,360620244152;37,94863132085;0,46130487440453;0,49146583545119
"D9";4;9;3;2;4067,9523809524;54,049157035225;27,694149992394;0,68559127423153;0,73960066625276
"D9";4;9;4;3;6490,9626373626;390,35502303218;74,269523694784;0,73801709139426;0,79831148627791
"D9";4;9;5;4;5257,9633027523;93,513620902214;45,583306354875;0,31398964801794;0,38052162585789
"D9";4;9;6;5;5570,4427480916;337,1637891245;70,339814253136;0,73053126024677;0,72597500561022
"D9";4;9;7;6;4705,8948787062;318,28948031855;69,02991110592;0,69877801552718;0,73077082992286
"D9";4;9;8;7;5674,4322033898;404,93971620041;77,114073838488;0,81213318795658;0,88226451533727
"D9";4;9;9;8;5964,5605434141;2904,9277098614;208,30654451455;0,85935781844803;0,9047633030756
"D9";4;9;10;9;4992,7857142857;168,15293299848;50,280339294767;0,67448349508258;0,76050582372629
"D9";4;9;11;10;5578,9417475728;176,73216427391;50,822918943739;0,64762773744323;0,72134266548193
"D9";4;9;12;11;6770,3235294118;845,91220375764;109,82309257047;0,81205886744616;0,81386096321208
"D9";4;9;13;12;4647,1428571429;60,054618928027;29,771376637854;0,61472482830117;0,74744425346402
"D8";4;8;2;1;5059,7062256809;440,97248755723;79,284392434376;0,74032279646686;0,77357384671408
"D8";4;8;3;2;4506,6025531915;1008,0596748633;133,71918502006;0,62206623549817;0,68965025235378
"D8";4;8;4;3;3674,9689440994;138,12562353446;45,265470555174;0,57583909048496;0,63711304568189
"D8";4;8;5;4;4250,5953026197;949,72090219038;134,89743626844;0,51784610148128;0,53435256608827
"D8";4;8;6;5;3781,1456953642;129,54639225903;44,18031125723;0,68424416579625;0,80073873032524
"D8";4;8;7;6;4295;464,1364120009;90,306197261077;0,74712665152846;0,82334799305681
"D8";4;8;8;7;5563,8796747968;527,6227234391;98,35180004523;0,44165061918322;0,45123253473183
"D7";4;7;2;1;4313,3219895288;327,72663472152;70,564558102408;0,7358927405688;0,81672457579372
"D7";4;7;3;2;4143,3539823009;193,89062682477;52,132822090955;0,73977291068179;0,81576768768073
"D7";4;7;4;3;4262,2999340804;1301,4693844831;158,92518061687;0,54259743188949;0,6973427789372
"D7";4;7;5;4;3904,5172413793;49,759541397508;26,833734543721;0,73850019296026;0,84854034971842
"D7";4;7;6;5;4215,0462085308;724,0871196465;114,38847361152;0,63777401848004;0,80393524494301
"D7";4;7;7;6;4225,7020547945;250,51355324263;60,310076773951;0,76657118099908;0,81733907897365
"D7";4;7;8;7;4892,8464730291;206,75947373792;54,210048736415;0,85236927337037;0,93169834290954
"D7";4;7;9;8;4248,7260774288;1174,4967616067;172,02421208903;0,33995538439279;0,40269298038356
"D7";4;7;10;9;3876,68;64,344234565744;31,08127978507;0,70215430815539;0,77174371417628
"D7";4;7;11;10;5875,2808988764;534,48610845944;87,236903268101;0,83594788840216;0,87650477032256
"D7";4;7;12;11;5590,2554927809;1366,6715421764;140,36179270657;0,88774952066716;0,94144464567801
"D7";4;7;13;12;3659,9722222222;123,54093036623;44,49814705693;0,53925706336303;0,58346257726677
"D7";4;7;14;13;4637,3211009174;280,54086270664;66,859592510031;0,63376864900193;0,70491957282731
"D7";4;7;15;14;3922,8095238095;108,09831407045;40,568437615282;0,61475875318867;0,68093352050703
