,type,feretmax,fiberlength,feretmin,maxcircle,diamfilled,maxwidth,feretratio,formcircle,areafilled,areaconv,radius,perimfilled,perimconv,perimcrotfilled,densmax,densmean,densmin,densstd,denssum,rectheight,rectwidth,boundleft,boundtop,boundwidth,boundheight,imgname
243,Non-metallic,50.1890630412986,50.4357392567441,8.21413664263492,6.58665105386417,17.4631278558357,8.23331381733021,0.16366387704579802,0.274900688489035,239.51567933173,320.901203782701,8.73156392791785,110.369333917668,105.770651109679,104.636689897007,142.0,56.9823899371069,31.0,15.4583536049281,45301.0,8.21413664263492,50.1890630412986,11967.3960772834,11854.325234192,33.4821428571429,37.3243559718969,ShiftImage__
244,Non-metallic,50.0812509842828,53.7503079935038,17.826671552476,13.1733021077283,26.8902070750829,14.8199648711944,0.3559549971719079,0.479865018658426,567.908245962655,697.762542782143,13.4451035375414,128.631964519235,114.855117080223,121.950749401844,120.0,33.479575596817,11.0,18.8925548282013,63109.0,18.7791709545837,50.0812509842828,6975.26346604215,8667.48389929742,37.3243559718969,37.873243559719,ShiftImage__
245,Non-metallic,50.0659030862465,63.2793332635827,14.7376583725277,8.78220140515222,19.2199216496031,9.87997658079625,0.29436517597894396,0.22018603076141197,290.130313454662,546.880818438135,9.60996082480157,135.728494921095,112.941946805475,128.67868210422,244.0,56.6417445482866,19.0,22.5473173135189,54546.0,15.6473541039004,50.0659030862465,12039.8492388759,8160.8606557377,20.3088407494145,47.7532201405152,ShiftImage__
246,Non-metallic,50.0659030862464,56.9802125894146,13.7162448047786,8.78220140515222,21.3205127227066,11.5266393442623,0.273963794903493,0.311961253435813,357.013937117107,518.269448844612,10.6602563613533,126.491580149754,110.172625883667,119.921537775933,75.0,52.8403716216216,33.0,8.11888180439828,62563.0,13.9471868072114,50.0659030862464,4883.45286885246,3453.60070257611,47.7532201405152,18.1132903981265,ShiftImage__
247,Non-metallic,50.0480774882579,70.2396769230789,24.1471811504044,17.5644028103044,29.5542528556993,24.1510538641686,0.4824796947708879,0.374592860903192,686.009058916162,849.304311785149,14.7771264278497,160.012731246724,117.598258382885,151.701581813717,84.0,35.3258673693456,15.0,14.1533449944928,80437.0,26.7101422626116,50.0480774882579,7459.93120608899,6077.28337236534,46.1065573770492,29.0910421545667,ShiftImage__
248,Non-metallic,49.7002697961117,63.3295951839218,15.8201952768666,8.78220140515222,19.0394489049802,15.3688524590164,0.318312060312082,0.216319012057922,284.70731694149,510.887964941586,9.51972445249011,135.650478441442,111.098622301162,128.604717843509,78.0,66.7420382165605,58.0,3.53723224874376,62871.0,16.215653626629,49.7002697961117,9996.34074941452,6880.85480093677,17.0155152224824,48.8509953161592,ShiftImage__
249,Non-metallic,49.6332152331568,66.8120722853788,19.7602127096542,9.87997658079625,21.9411977826478,13.7221896955503,0.398124776257767,0.25162710290745394,378.103368001662,657.24131171547,10.9705988913239,144.942559194589,113.493197512127,137.414162802109,134.0,65.9169329073482,30.0,21.1859137191132,82528.0,20.1654321206826,49.6332152331568,2373.38992974239,7723.94613583138,20.3088407494145,48.3021077283372,ShiftImage__
250,Non-metallic,49.4737385605462,73.6388334213212,25.8694734245413,8.78220140515222,19.9350967190275,12.6244145199063,0.522893037341056,0.179879779261592,312.123577091412,763.635206963628,9.96754835951373,155.754813005608,121.558983564175,147.664822192292,85.0,55.3774131274131,29.0,10.0512889099909,57371.0,27.2131516346213,49.4737385605462,6019.1012880562,8659.79947306791,46.6554449648712,32.3843676814988,ShiftImage__
251,Non-metallic,49.4415551803361,80.4298001506656,30.5686857218948,15.3688524590164,29.7869671010943,25.2488290398126,0.618279210886405,0.306849098217295,696.855051942505,1064.87959551944,14.8934835505471,178.187880382523,129.01142868209,168.932703688323,222.0,45.1409424989192,20.0,16.8177079788685,104411.0,31.2603779264959,49.4415551803361,4149.0412763466,11724.787763466,45.0087822014051,38.971018735363,ShiftImage__
252,Non-metallic,49.3905030441997,97.157070637328,39.7774480041028,28.5421545667447,40.3578911150379,45.0087822014051,0.8053663265690141,0.367357094415095,1279.22462194028,1530.1782877946,20.178945557519,220.647265843951,146.470519686734,209.186725272427,86.0,54.1159214572983,29.0,9.69076149778179,228748.0,47.5007904380273,49.3905030441997,9805.87675644028,10511.7461943794,42.8132318501171,47.7532201405152,ShiftImage__
253,Non-metallic,49.327151969881,67.8831578627729,26.5315157766539,16.4666276346604,28.7315861920617,26.3466042154567,0.537868389256569,0.37794021122969607,648.349360908029,902.475091695775,14.3657930960309,154.868236771078,119.35405767726,146.824295215914,76.0,38.9828066914498,17.0,14.5866588076506,83891.0,27.0654137492117,49.327151969881,11393.2596604215,10377.8176229508,34.5799180327869,41.7154566744731,ShiftImage__
254,Metallic,49.2226997986368,54.136468919865,32.1472571498956,25.2488290398126,36.4577689967396,31.8354800936768,0.653098210407099,0.676898273035275,1043.92682878546,1197.31954927719,18.2288844983698,146.839429138995,133.398307601621,139.212508276368,255.0,74.5766233766234,22.0,54.4297365528279,258408.0,35.8434977735029,49.2226997986368,2347.04332552693,11642.4546252927,32.3843676814988,48.3021077283372,ShiftImage__
255,Metallic,49.1944437831859,50.5245144139474,6.51596325640773,5.48887587822014,15.5333022203778,5.48887587822014,0.132453235676888,0.224849894146143,189.503600376928,262.367618319599,7.76665111018891,108.550480452915,101.757569196417,102.912308683459,248.0,73.5627980922099,32.0,29.4124977350324,46271.0,6.72618015147092,49.1944437831859,5211.68764637002,2206.5281030445,28.5421545667447,39.519906323185,ShiftImage__
256,Non-metallic,49.1550171647408,69.7131874124442,43.3232370003607,35.1288056206089,42.7443542157063,45.5576697892272,0.8813594114953679,0.6151435297737321,1434.98513290192,1568.85876164082,21.3721771078532,180.594629674925,146.111305099909,171.214445096283,212.0,99.371032163128,60.0,38.3042161686455,472708.0,46.5943968982877,49.1550171647408,8783.84806791569,2789.44672131147,46.1065573770492,47.2043325526932,ShiftImage__
257,Non-metallic,49.0721999806272,57.8455411582544,29.3855745242933,23.0532786885246,33.0876142379828,29.0910421545667,0.5988232550383771,0.568473854439385,859.846224921707,1015.99760856593,16.5438071189914,145.420123058624,122.079994152767,137.866921735893,79.0,49.4393833216538,35.0,7.93665825513551,141100.0,30.544803035807,49.0721999806272,12590.3834894614,4838.44408665105,35.1288056206089,38.971018735363,ShiftImage__
258,Metallic,49.0721999806272,74.2280371401561,17.3628560501131,6.58665105386417,20.782972579846,10.9777517564403,0.35382265431278104,0.19096364809388394,339.238559657268,541.815255764883,10.391486289923,157.596516968207,109.402583423826,149.410867036237,255.0,97.9547069271758,31.0,47.7551359615331,110297.0,17.3628560501131,49.0721999806272,13721.0919203747,9809.71896955503,31.8354800936768,38.971018735363,ShiftImage__
259,Metallic,48.9985697059598,49.9776747724955,10.868044820021,9.87997658079625,21.2754851904539,10.4288641686183,0.22180330742795298,0.381234529473124,355.507549196781,453.90596781148,10.637742595227,114.18200377871,106.535937684994,108.251327584565,255.0,199.843220338983,61.0,58.3230628261756,235815.0,11.0852893076832,48.9985697059598,7308.43823185012,14074.5755269321,15.3688524590164,47.7532201405152,ShiftImage__
260,Non-metallic,48.9609034832414,48.6367782573674,21.9255133058835,18.6621779859485,29.326232508959,21.4066159250585,0.447816762886907,0.6039177050526771,675.464343473885,760.330848505732,14.6631162544795,125.049423571536,115.870182216344,118.554287605062,163.0,47.3581623550401,14.0,25.9309743492175,106177.0,22.9233821305196,48.9609034832414,7267.82055035129,1457.84543325527,21.4066159250585,48.3021077283372,ShiftImage__
261,Metallic,48.8766934368766,67.588114634519,26.8254962988609,17.5644028103044,27.419940309725,25.2488290398126,0.54884024291671,0.354298186798821,590.504064767535,908.61047246336,13.7099701548625,152.649835921943,122.072429033958,144.721119329293,255.0,94.0045918367347,16.0,72.719144374139,184249.0,29.2807729808251,48.8766934368766,5190.82991803279,12343.9329625293,29.0910421545667,48.3021077283372,ShiftImage__
262,Metallic,48.6560605620729,57.398009821817,14.5668903418262,10.9777517564403,22.6635927644113,14.2710772833724,0.299384910606203,0.339703135024642,403.410685063128,528.965682476249,11.3317963822057,128.852628446464,110.223305250309,122.1599519231,255.0,146.658700522778,46.0,67.5021257991754,196376.0,15.5855368662857,48.6560605620729,5447.70930913349,13471.8969555035,47.2043325526932,15.9177400468384,ShiftImage__
263,Non-metallic,48.6407810344263,68.6420948851294,24.6964095905496,19.7599531615925,29.5802004049078,21.9555035128806,0.507730531158007,0.388269310830622,687.214169252422,904.008922752344,14.7901002024539,157.30730154744,119.936779625778,149.136673623791,164.0,33.5462516440158,11.0,22.8904082385077,76519.0,27.9008642036617,48.6407810344263,10578.1615925059,9545.70403981264,38.971018735363,36.7754683840749,ShiftImage__
264,Metallic,48.5904227638499,58.1485701568632,26.1706274885632,18.6621779859485,31.1467605445581,22.5043911007026,0.538596414683462,0.524569871261647,761.93101010056,1009.82712510622,15.573380272279,142.503494418226,125.674499318043,135.101784394232,255.0,132.774219058917,28.0,69.6482266544539,335786.0,29.1486532931204,48.5904227638499,8735.54596018735,11363.6197306792,46.6554449648712,31.2865925058548,ShiftImage__
265,Metallic,48.4303503667503,55.810092205131,16.7571318114022,12.0755269320843,24.075244232086,15.3688524590164,0.346004761157102,0.388865877680259,455.230429522319,642.457684018403,12.037622116043,127.933736727972,112.639370056497,121.288787946805,255.0,104.861681005956,24.0,60.3866106633404,158446.0,19.100848258164,48.4303503667503,10277.3711943794,9716.40807962529,41.7154566744731,31.8354800936768,ShiftImage__
266,Non-metallic,48.3639241787628,56.2463007414778,19.6640546260664,15.3688524590164,26.6177852619227,18.6621779859485,0.406585176037082,0.444620758713836,556.459697768183,717.405078342661,13.3088926309613,132.279136434856,115.636940839301,125.408485198461,147.0,49.3502977801841,19.0,20.1037692034695,91150.0,19.9826873262675,48.3639241787628,10972.2628805621,5277.00526932084,22.5043911007026,47.2043325526932,ShiftImage__
267,Metallic,48.2028260723801,67.4594069987946,22.4816076116251,18.6621779859485,27.4479055799304,21.9555035128806,0.466396048602364,0.35589896109499297,591.709175103796,784.432383909904,13.7239527899652,152.461487478676,113.792622136413,144.542553807954,255.0,58.4712175241977,17.0,32.8250671750015,114779.0,22.4816076116251,48.2028260723801,14100.9221311475,9848.6899882904,47.2043325526932,22.5043911007026,ShiftImage__
268,Non-metallic,47.980865502089,55.1592164515178,38.1402452953991,29.6399297423888,38.1744787857924,38.422131147541,0.7949053210334129,0.694265954003088,1144.5535418632,1272.87738910811,19.0872393928962,151.81842566922,133.41558015952,143.932892983229,78.0,34.9873617693523,15.0,15.0559199304218,132882.0,39.0370553784802,47.980865502089,5981.22804449649,6581.16217798595,42.2643442622951,39.519906323185,ShiftImage__
269,Metallic,47.9289884622679,78.4984424010574,34.7103985635912,18.6621779859485,30.9180779910881,35.1288056206089,0.7242046969323579,0.33838339263702805,750.783739490152,1089.52800566824,15.459038995544,176.125512492695,130.649549072113,166.977456323123,255.0,141.84704937776,24.0,83.8232851037064,353341.0,37.2204187245329,47.9289884622679,14289.1905737705,9615.41276346604,44.4598946135831,36.7754683840749,ShiftImage__
270,Non-metallic,47.7657785148651,62.4136829085847,13.4621196897704,9.87997658079625,19.6345747762407,9.87997658079625,0.28183607822032897,0.23390218026470602,302.783971985394,462.13105689157,9.81728738812035,134.529852767951,105.059547719012,127.542298085,155.0,44.1084577114428,16.0,20.5282278198178,44329.0,13.4621196897704,47.7657785148651,10689.0368852459,12123.8290398126,13.1733021077283,47.2043325526932,ShiftImage__
271,Metallic,47.6589153393297,57.1305907862246,27.0085112338751,16.4666276346604,29.7998423846439,24.1510538641686,0.56670427855052,0.507043140181238,697.457607110635,902.143677028469,14.899921192322,138.677439045453,119.022600319112,131.474456445798,213.0,54.0017278617711,19.0,22.4059926522731,125014.0,28.7516581926076,47.6589153393297,9399.15105386417,4932.30386416862,29.0910421545667,45.5576697892272,ShiftImage__
272,Non-metallic,47.3858594478552,58.3041265435569,11.2510799819577,5.48887587822014,14.000673228837,10.4288641686183,0.23743538922911603,0.14487565591369198,153.95284545725,377.74684115444,7.00033661441849,121.889280506065,100.202504613837,115.558284111749,186.0,61.9843444227006,33.0,22.3103827748525,31674.0,13.2390313581651,47.3858594478552,11015.0761124122,5794.606264637,44.4598946135831,18.1132903981265,ShiftImage__
273,Metallic,47.2900865979503,49.3519770953279,23.693087077366,19.7599531615925,30.9242808355664,23.0532786885246,0.501015937627674,0.629642239200104,751.085017074217,882.572834582384,15.4621404177832,129.141843867231,117.810619381769,122.434145335545,217.0,69.7577216205375,17.0,38.6523151914418,173906.0,23.8700212921729,47.2900865979503,11960.2605386417,11095.762587822,43.9110070257611,30.7377049180328,ShiftImage__
274,Metallic,47.1974711915944,50.907236381392,24.670189290782,21.9555035128806,31.2267108956691,25.2488290398126,0.52270150641409,0.615425422357891,765.847618693406,890.124844998071,15.6133554478346,131.902439548321,119.59942534487,125.051354155785,255.0,122.677025963808,33.0,65.4629096561076,311845.0,27.4749968550196,47.1974711915944,5672.75322014051,5656.28659250585,46.1065573770492,24.1510538641686,ShiftImage__
275,Non-metallic,47.1395010045639,66.412748276628,28.7310311864651,17.5644028103044,30.5498810661931,23.6021662763466,0.6094895061295489,0.458252324592284,733.008362030313,948.436774473426,15.2560942081738,149.544858838279,121.4556412525,141.777416466294,163.0,56.6806757313556,25.0,15.4603247509801,137564.0,30.138581947262,47.1395010045639,4386.16071428571,10142.893735363,30.7377049180328,43.9110070257611,ShiftImage__
276,Non-metallic,47.040606882184,67.866186094437,29.8175715266282,24.1510538641686,33.9911574432152,31.2865925058548,0.633868767920193,0.480606132402681,907.448083203988,1050.42176220023,16.9955787216076,162.474646520933,122.285596284663,154.03562385199,75.0,60.1007984031936,48.0,4.64488995448029,180663.0,33.3511765023779,47.040606882184,4446.53834894614,8943.5743559719,31.8354800936768,40.617681498829,ShiftImage__
277,Metallic,46.9627783904268,36.7921575879497,26.9000081333386,25.2488290398126,34.8987871618369,27.9932669789227,0.572794222473475,0.847995250768618,956.556329406594,996.949164900627,17.4493935809184,125.582153417378,119.40733846521,119.059347169159,203.0,65.9247244094488,23.0,31.4880755289141,209311.0,29.1091601593555,46.9627783904268,10747.218969555,6785.89724824356,38.422131147541,36.2265807962529,ShiftImage__
278,Non-metallic,46.7038356716713,48.385731896963,17.4427933680191,14.2710772833724,26.3206943745201,16.4666276346604,0.373476677389886,0.53483531808679,544.107316821515,643.972161622161,13.1603471872601,119.261867286434,108.687130085952,113.067340182534,80.0,50.0338325013866,32.0,8.03192935690744,90211.0,17.6844698887007,46.7038356716713,4818.68413348946,3945.95286885246,29.0910421545667,41.166569086651,ShiftImage__
279,Non-metallic,46.6549833141806,54.5088823336262,14.264206170372,8.78220140515222,19.9350967190275,10.4288641686183,0.30573810463750395,0.30068215982032,312.123577091412,491.049843849924,9.96754835951373,120.469974425693,103.751618823404,114.212697571274,83.0,50.8362403100775,19.0,15.0843662526662,52463.0,14.738245324574,46.6549833141806,11206.0889929742,13789.1539812646,25.2488290398126,41.7154566744731,ShiftImage__
280,Non-metallic,46.6547734941074,127.95726506392,35.1790135695156,15.3688524590164,35.3465758617868,37.873243559719,0.754028171928833,0.236692738823456,981.26109129993,1316.38206964064,17.5289025815397,240.751600408118,136.022363818338,228.246829621209,100.0,56.1665104654795,23.0,11.6243161787489,179789.0,38.6679939074409,46.6547734941074,4405.37177985948,10186.8047423888,43.3621194379391,45.5576697892272,ShiftImage__
281,Metallic,46.4606703051382,43.9827314457622,22.280285677649,20.8577283372365,30.9304824361172,22.5043911007026,0.47955153318536997,0.704267098294939,751.386294658282,814.735016840849,15.4652412180586,122.132794931139,113.805330182379,115.789150263401,255.0,54.3095429029671,12.0,36.3049160000877,135448.0,22.3655121304667,46.4606703051382,11817.549765808,5604.69115925058,23.6021662763466,45.0087822014051,ShiftImage__
282,Non-metallic,46.226121669142,71.0312181052276,24.1006442842763,9.87997658079625,25.0742496833555,21.4066159250585,0.52136418574705,0.283807952707371,493.793960282648,785.502521714522,12.5371248416777,155.966011946722,115.288533520161,147.865051344027,75.0,56.6640195479536,34.0,9.37083723916084,92759.0,24.9118868895024,46.226121669142,8301.92476580796,8455.0644028103,37.3243559718969,36.7754683840749,ShiftImage__
283,Non-metallic,46.2141512938714,52.1867535265811,13.687518648718,10.9777517564403,20.382276916325,11.5266393442623,0.296175917235401,0.33394019006230297,326.28362354247,521.690818500413,10.1911384581625,116.877968491879,106.510817079606,110.807262404971,183.0,54.8134810710988,26.0,16.5411243067083,59363.0,13.687518648718,46.2141512938714,10528.7617096019,11940.5005854801,34.0310304449649,37.873243559719,ShiftImage__
284,Non-metallic,46.1392140081502,56.9103624158363,24.0335841442411,13.1733021077283,25.2875217475838,23.6021662763466,0.520892795009375,0.40624123706865506,502.22973263647,650.70787355979,12.6437608737919,131.470576679979,111.939024806904,124.641922482794,112.0,52.9621166566446,26.0,10.7555971626095,88076.0,25.1013043285545,46.1392140081502,4815.39080796253,8308.51141686183,26.3466042154567,38.422131147541,ShiftImage__
285,Metallic,46.1115777746248,48.9195176476958,10.5157928779722,7.6844262295082,16.0912712497302,8.78220140515222,0.228051031551538,0.25231505543282,203.362369243922,322.527516665887,8.04563562486512,106.153196146628,99.0860044120803,100.639540645019,255.0,89.1303703703704,37.0,41.0055556743122,60163.0,11.0644109746894,46.1115777746248,9234.48477751756,12495.4259367681,45.0087822014051,12.0755269320843,ShiftImage__
286,Metallic,46.0312927695009,46.35874115436,24.1963045728291,21.9555035128806,31.2696764150114,23.0532786885246,0.525649033886375,0.6779211195712811,767.956561781861,844.169731921721,15.6348382075057,125.848518340299,114.604016926401,119.311876951208,209.0,94.9466457434288,45.0,36.6805831469517,242019.0,24.1963045728291,46.0312927695009,7811.7681498829,5917.00819672131,30.1888173302108,41.7154566744731,ShiftImage__
287,Non-metallic,46.0049566622736,59.6490197585556,24.6240802915165,14.2710772833724,27.7190884328789,20.8577283372365,0.535248418388568,0.433351916449202,603.459000882333,815.542678822019,13.8595442164394,139.531699796022,115.712276400743,132.284346422258,73.0,50.3130304543185,27.0,8.24659659613844,100777.0,27.0398526607616,46.0049566622736,12831.894028103,8380.41569086651,43.3621194379391,25.7977166276347,ShiftImage__
288,Metallic,45.9788187599259,59.5961114927967,28.1165515014669,19.7599531615925,31.611298312503,25.2488290398126,0.611510957866813,0.5180903405193971,784.828106489505,939.133457301282,15.8056491562515,145.530455022238,118.917337759525,137.971522996521,255.0,184.343953934741,32.0,71.4765140474413,480216.0,31.5188336272821,45.9788187599259,6794.67944964871,9126.35392271663,42.2643442622951,28.5421545667447,ShiftImage__
289,Metallic,45.9643562284135,65.3293582150993,17.6803461221008,12.0755269320843,24.665507796975,17.0155152224824,0.384653404786978,0.316486775603494,477.8262483272,654.162763475102,12.3327538984875,145.286940597163,108.708552418954,137.740656844869,255.0,77.3619167717528,28.0,37.8417446971359,122696.0,19.1397576208911,45.9643562284135,7039.48331381733,12493.2303864169,45.0087822014051,17.5644028103044,ShiftImage__
290,Non-metallic,45.9541416123852,49.8459909015348,11.8018199160759,8.78220140515222,19.4283544704727,10.4288641686183,0.25681732923274103,0.332869626137063,296.457142720028,395.370306688382,9.71417723523634,111.586906043041,100.895444158157,105.791020655267,245.0,62.099593495935,25.0,28.6181803009415,61106.0,12.1408190375723,45.9541416123852,7965.45667447307,2828.41774004684,45.0087822014051,14.2710772833724,ShiftImage__
291,Non-metallic,45.9027354868814,52.1258804092837,21.401924661414,15.3688524590164,26.6537893163373,20.3088407494145,0.46624508178887303,0.49402763046970294,557.966085688508,703.300277382432,13.3268946581687,125.660169897031,109.59988382863,119.13331142987,84.0,30.7224622030238,17.0,13.8237389641282,56898.0,21.504635883103,45.9027354868814,9774.59016393442,11778.0298594848,36.2265807962529,34.0310304449649,ShiftImage__
292,Metallic,45.8706945651855,56.2220399077499,17.5409470885352,12.0755269320843,23.7302053904662,14.2710772833724,0.38239985800974297,0.376365399422715,442.275493407521,603.810983369176,11.8651026952331,128.177251153047,107.808528189143,121.519654098457,255.0,110.314032697548,28.0,60.7132797429306,161941.0,20.4693184600925,45.8706945651855,9263.02693208431,5306.64519906323,42.2643442622951,27.9932669789227,ShiftImage__
293,Non-metallic,45.8706945651855,50.4536807249532,27.5854533296287,23.0532786885246,30.4555619739471,27.4443793911007,0.601374223589047,0.604663100890453,728.489198269337,865.673715074356,15.2277809869736,129.784905676686,115.737245234473,123.043806160271,71.0,48.9879917184265,28.0,11.2975317804906,118306.0,28.8025857772017,45.8706945651855,12026.6759367681,7223.3606557377,29.0910421545667,43.3621194379391,ShiftImage__
294,Metallic,45.822894577428,66.5807240171093,26.3209908656995,15.3688524590164,26.9258468615326,23.0532786885246,0.57440698821905,0.352570732457158,569.414633882981,816.328115155067,13.4629234307663,150.265937127388,115.503368783573,142.46104155173,255.0,57.0227513227513,19.0,33.1767275295964,107773.0,26.9328279873452,45.822894577428,13860.5093676815,7099.86094847775,38.971018735363,36.2265807962529,ShiftImage__
295,Non-metallic,45.8227183347038,55.0906487684436,13.0232477932851,7.6844262295082,15.1456899254013,9.87997658079625,0.284209411108245,0.184885037123975,180.163995270911,407.287183399169,7.57284496270066,116.721935532572,101.277173070249,110.65933388355,149.0,61.4448160535117,31.0,17.0341815973623,36744.0,14.3136079510779,45.8227183347038,8265.69818501171,5798.44847775176,32.3843676814988,33.4821428571429,ShiftImage__
296,Non-metallic,45.7687002907799,71.010456756464,20.7825424048376,8.78220140515222,22.3053199610356,15.9177400468384,0.454077617952902,0.233298550987938,390.757026532395,719.251430738752,11.1526599805178,153.026532808478,111.467876759428,145.078250371969,75.0,36.6353122590594,18.0,14.2680718421563,47516.0,21.0427758866059,45.7687002907799,3451.95403981265,11164.3735362998,21.4066159250585,45.0087822014051,ShiftImage__
297,Non-metallic,45.7687002907799,46.5545678311825,17.0155152224824,15.3688524590164,25.2267708568245,15.9177400468384,0.37177186842489895,0.5322584115167249,499.81951196395,576.222535974133,12.6133854284123,114.581551163091,105.42022511962,108.630122257639,71.0,57.2139843279084,49.0,4.55817896945,94918.0,17.4095437645058,45.7687002907799,8019.24765807962,14818.3182084309,45.0087822014051,16.4666276346604,ShiftImage__
298,Non-metallic,45.6626063091418,58.9775061637085,12.2868180463078,7.6844262295082,19.0192906686187,9.87997658079625,0.269078334318554,0.243999169784907,284.10476177336,457.192785160942,9.50964533430933,127.589355325398,100.568733819667,120.962293904046,70.0,63.2521276595745,56.0,2.60017301893234,59457.0,12.3442717648335,45.6626063091418,1725.15368852459,6874.2681498829,40.617681498829,23.0532786885246,ShiftImage__
299,Non-metallic,45.5686310661401,63.7907029262915,27.5708174143952,24.1510538641686,31.4592469339733,27.4443793911007,0.6050394047251011,0.47066797225328294,777.296166887878,962.005840951654,15.7296234669867,151.951608130681,120.388401508698,144.059157874253,81.0,56.3121118012422,24.0,10.9445075087287,145060.0,28.2151594394293,45.5686310661401,7611.97306791569,8265.14929742389,44.4598946135831,27.4443793911007,ShiftImage__
300,Non-metallic,45.5599589410124,46.1262041664363,16.7438841628059,15.3688524590164,24.681054919727,15.9177400468384,0.36751315304047294,0.523870757846289,478.42880349533,564.163178258617,12.3405274598635,112.996747137298,104.76611415212,107.127633826222,174.0,44.3979848866499,24.0,16.2333129502213,70504.0,16.8778130570855,45.5599589410124,14951.1490046838,7837.56586651054,31.8354800936768,37.3243559718969,ShiftImage__
301,Metallic,45.4889009195295,59.7029491944721,17.5450387149262,10.9777517564403,23.6492423247336,17.0155152224824,0.38569933237040793,0.34140551624711796,439.262717566871,565.09317988845,11.8246211623668,134.120840397455,102.422986029765,127.154530042406,255.0,137.146090534979,40.0,62.520887498539,199959.0,18.8482276592474,45.4889009195295,10989.8272833724,14198.6241217799,30.7377049180328,34.5799180327869,ShiftImage__
302,Non-metallic,45.4783025399989,77.0995024948784,28.0163303479699,17.5644028103044,27.7743884148967,24.1510538641686,0.616037292142315,0.29339406129293105,605.869221554854,896.446592364774,13.8871942074484,169.915558325366,117.923628908905,161.090050597125,136.0,48.026368159204,21.0,14.9371752757237,96533.0,28.6647330862303,45.4783025399989,9732.87470725995,4838.99297423887,43.3621194379391,30.7377049180328,ShiftImage__
303,Non-metallic,45.4279266252478,41.7125308649176,17.7060415677902,15.3688524590164,27.0821047364885,16.4666276346604,0.38976116418110207,0.6531270515989189,576.042740732412,637.488645582837,13.5410523682442,111.044711211085,104.572675348142,105.276987721649,102.0,48.6956066945607,21.0,14.3786373076307,93106.0,17.708593811001,45.4279266252478,13159.031030445,10503.5128805621,25.7977166276347,40.617681498829,ShiftImage__
304,Non-metallic,45.4260153616817,48.4191096241997,28.4744375132347,23.0532786885246,34.0813198229327,30.7377049180328,0.626831063357008,0.7048313159108309,912.268524549029,1030.51331163883,17.0406599114663,134.520387781837,121.998275434558,127.53332471548,152.0,57.5584544253633,19.0,24.685717084871,174287.0,35.7505176876961,45.4260153616817,12344.4818501171,2098.94613583138,43.9110070257611,36.7754683840749,ShiftImage__
305,Non-metallic,45.4093819146767,68.1988805856846,33.7726715675932,24.1510538641686,34.7335196798132,33.4821428571429,0.7437377507373131,0.537911582301371,947.518001884642,1156.30671575253,17.3418929369187,156.930604660905,126.227890242404,148.779542581115,180.0,53.7705807275048,18.0,23.0006384830157,168517.0,37.6266404587732,45.4093819146767,3657.7868852459,2983.20403981265,44.4598946135831,35.1288056206089,ShiftImage__
306,Metallic,45.3957940757824,49.8862808487455,5.73713837654592,4.39110070257611,11.9937254529283,5.48887587822014,0.12638039477773,0.145194882961368,112.979094024401,224.211853302398,5.99686272646413,104.302027197914,95.0081509801692,98.8845224315539,255.0,146.008,67.0,48.4627410423031,54753.0,7.30728244001373,45.3957940757824,2592.39607728337,6941.23243559719,43.3621194379391,14.2710772833724,ShiftImage__
307,Non-metallic,45.212923026699,55.2626408791368,8.43021596844936,5.48887587822014,16.0195948521975,6.58665105386417,0.18645589367162102,0.20299986809312698,201.554703739531,300.227886479919,8.00979742609873,117.819710708216,97.1001378790742,111.700090011662,76.0,64.6781437125749,57.0,3.13035191967659,43205.0,8.99616980036248,45.212923026699,1135.64841920375,3773.60216627635,43.9110070257611,10.4288641686183,ShiftImage__
308,Non-metallic,45.0892303390997,43.3404786659362,10.5318068854566,9.87997658079625,21.508599023938,10.4288641686183,0.23357699402386498,0.474690579993125,363.340766382473,398.804912940177,10.754299511969,103.447766447345,98.326588677956,98.0746324550936,70.0,42.0149253731343,20.0,12.9022261228355,50670.0,10.9471696169311,45.0892303390997,11893.2962529274,1554.99853629977,44.4598946135831,10.9777517564403,ShiftImage__
309,Non-metallic,45.0110311721096,45.8315848653253,19.4061067729036,16.4666276346604,26.3061163095001,19.2110655737705,0.43114112846471103,0.5707897207603111,543.504761653385,643.634737086025,13.1530581547501,115.380645931854,105.770301088762,109.387711603785,135.0,41.7749445676275,14.0,23.7704122516022,75362.0,19.7352667449561,45.0110311721096,6429.12031615925,5198.51434426229,32.9332552693208,35.6776932084309,ShiftImage__
310,Metallic,45.0005501226616,50.3219450933116,28.6526942642104,24.1510538641686,32.1407973141887,29.0910421545667,0.63671875535098,0.6423297821430479,811.340533887231,977.475229556649,16.0703986570944,132.889882760351,120.994637505943,125.98750902327,255.0,138.858150761233,27.0,87.0330313058268,373945.0,30.7391512325365,45.0005501226616,1921.65544496487,6159.61651053864,37.3243559718969,41.166569086651,ShiftImage__
311,Non-metallic,44.780591838691,50.5204886921345,21.4298562872877,17.5644028103044,26.7615108491525,20.8577283372365,0.47855232383891905,0.5172056024094629,562.485249449484,729.039192507018,13.3807554245762,123.308586586436,109.391840482945,116.903870652224,87.0,53.8178896625603,23.0,13.1519503826357,100478.0,21.75072756723,44.780591838691,10715.3834894614,4708.90661592506,43.3621194379391,21.9555035128806,ShiftImage__
