,type,feretmax,fiberlength,feretmin,maxcircle,diamfilled,maxwidth,feretratio,formcircle,areafilled,areaconv,radius,perimfilled,perimconv,perimcrotfilled,densmax,densmean,densmin,densstd,denssum,rectheight,rectwidth,boundleft,boundtop,boundwidth,boundheight,imgname
122,Non-metallic,63.1029087728274,69.7257221343953,24.842932890002,20.8577283372365,36.310166087039,24.6999414519906,0.393689187600485,0.544841975976198,1035.49105643164,1253.68708984929,18.1339417460502,163.007376366774,147.202792123725,154.540683416088,192.0,82.1175269757947,37.0,32.840173584472,281581.0,28.8393739442812,63.1029087728274,11987.156030445,8637.84396955503,57.0843091334895,39.519906323185,ShiftImage__
123,Non-metallic,62.8413999542019,60.0012021809422,18.5482122073238,17.5644028103044,33.0528156857736,18.1132903981265,0.295159118365305,0.543237436605531,858.038559417317,934.091812713548,16.5264078428868,148.603116621941,140.498846112592,140.884588859602,70.0,35.6197331460674,17.0,14.3308759910328,101445.0,19.4654506658746,62.8413999542019,4497.58489461358,11915.8006440281,34.0310304449649,56.5354215456674,ShiftImage__
124,Non-metallic,62.5105519673273,150.851857254273,37.873243559719,23.0532786885246,43.5885711944406,39.519906323185,0.605869607094725,0.27428851903324003,1492.22787387429,1771.71052923836,21.6485913833357,275.792924562959,160.919427288825,261.468088090575,121.0,73.9878500823723,34.0,19.0884434791128,359285.0,41.022444095702,62.5105519673273,6934.64578454332,7340.82259953162,59.8287470725995,37.3243559718969,ShiftImage__
125,Metallic,62.5047732782678,74.3571771966906,39.1575351710107,26.3466042154567,40.0382101682506,37.873243559719,0.626472717478447,0.528051590423566,1259.03902380792,1577.57235473556,20.0191050841253,182.578981085099,158.769232135731,173.095728200773,255.0,203.312993539124,22.0,68.9351797734468,849645.0,39.5395799335019,62.5047732782678,6258.96516393443,10802.6566159251,53.2420960187354,43.3621194379391,ShiftImage__
126,Non-metallic,62.3826843390022,106.130315078316,32.2557894674402,24.1510538641686,38.1594029691896,32.3843676814988,0.517063185228686,0.328985233416471,1143.649709111,1540.33985240163,19.0344113473038,220.458917400684,157.296235276953,209.008159751089,84.0,53.2933545141647,21.0,9.81390199049991,201289.0,32.8264376291606,62.3826843390022,5831.38173302108,7258.48946135831,59.8287470725995,35.6776932084309,ShiftImage__
127,Metallic,62.3826843390022,93.9335819481281,39.4657628116127,23.0532786885246,40.0190439583595,32.9332552693208,0.6326397017022621,0.38168602855310707,1257.83391347166,1788.26642725865,20.0095219791797,214.648510617736,166.523345379654,203.499548698164,255.0,122.412074748443,16.0,75.4735524737464,510948.0,40.4210522258459,62.3826843390022,7927.03454332553,15107.5819672131,58.7309718969555,46.1065573770492,ShiftImage__
128,Non-metallic,62.3324243622155,81.876711731459,56.2723501453116,40.617681498829,52.4844841116564,56.5354215456674,0.9027781402871701,0.644720341029958,2163.47433117126,2435.61455222942,26.2422420558282,216.600546543949,186.862939518921,205.350194802737,110.0,46.7121760936194,30.0,8.05113356707499,335300.0,60.2672361588671,62.3324243622155,3274.11446135831,2781.21340749414,56.5354215456674,60.3776346604215,ShiftImage__
129,Non-metallic,62.2196479858144,72.8256642295568,19.6632723346821,17.5644028103044,27.5942582784576,19.2110655737705,0.316029951490005,0.31829767130507103,598.036004369162,874.811187717577,13.7971291392288,162.075099136551,137.541154747858,153.656829178917,176.0,46.1754916792738,17.0,18.6000033740503,91566.0,21.402317098737,62.2196479858144,5700.74648711944,8591.73741217798,61.4754098360656,19.2110655737705,ShiftImage__
130,Non-metallic,61.9852992947576,65.8356535823174,14.1054263479535,9.87997658079625,23.5354261286754,13.7221896955503,0.22756083310783398,0.289742056160597,435.04483138996,597.904103509614,11.7677130643377,144.887393212782,131.035114715249,137.361862171795,74.0,53.3670360110803,36.0,9.00367233919032,77062.0,15.3323148435196,61.9852992947576,10491.9862412178,13627.2321428571,20.8577283372365,58.7309718969555,ShiftImage__
131,Metallic,61.622838563879,71.2034605266798,14.206900765464,10.9777517564403,25.2039515207598,12.0755269320843,0.23054602963050697,0.28508691459554103,498.915679211754,678.455456175501,12.6019757603799,156.42072531291,132.216878259064,148.296146647414,255.0,81.7512077294686,27.0,36.5095075432889,135380.0,14.4421016393166,61.622838563879,1724.05591334895,5138.13670960187,25.7977166276347,57.6331967213115,ShiftImage__
132,Metallic,61.460046622188,63.9192581782649,7.97822078671722,6.58665105386417,19.0997959625017,7.6844262295082,0.129811499098944,0.21403862496430104,286.514982445881,380.914931882564,9.54989798125085,136.803419598893,127.004904293621,129.697774601935,255.0,174.115667718191,64.0,57.5048233386034,165584.0,8.15568962891452,61.460046622188,849.129098360656,10813.0854800937,58.1820843091335,18.6621779859485,ShiftImage__
133,Non-metallic,61.4426596266415,64.4718864619409,31.2598756587256,27.4443793911007,39.1860298001417,30.7377049180328,0.508765015197541,0.609277139535705,1206.01416901247,1393.66782536974,19.5930149000709,166.355867875513,149.732756660742,157.715252430739,212.0,69.2695478391207,28.0,28.5379261606066,277286.0,36.9050358897124,61.4426596266415,2885.50204918033,7628.43969555035,45.0087822014051,47.2043325526932,ShiftImage__
134,Non-metallic,61.4123028628488,120.643036188511,36.8711688578637,21.9555035128806,36.9541713605805,34.5799180327869,0.6003873350948511,0.252556020724228,1072.54819927165,1745.47152468215,18.4042795430565,243.668229048515,159.136336833026,231.01196696287,78.0,61.9690252912759,47.0,5.25154745883029,218069.0,38.6674760287869,61.4123028628488,9647.24824355972,1058.25526932084,57.6331967213115,46.1065573770492,ShiftImage__
135,Non-metallic,60.9877967709371,186.767592680464,48.453030070805,28.5421545667447,45.7357934856254,51.5954332552693,0.7944709046104559,0.155311506094749,1642.86666590682,2255.245923287,22.8469189411835,384.564068943102,173.886807631834,364.589599295289,118.0,52.7844795880839,20.0,13.5935685774951,287042.0,56.5654790234114,60.9877967709371,2724.67798594848,9671.94818501171,60.3776346604215,55.4376463700234,ShiftImage__
136,Non-metallic,60.6910738745688,85.0958382312724,27.2360688836001,24.1510538641686,36.2202565726804,26.8954918032787,0.44876564451453604,0.45128460770011797,1030.36933750254,1161.32742712662,18.0491289257224,178.665444246557,140.354708082284,169.385462622107,78.0,55.0953782749485,37.0,7.70078306978044,187159.0,27.7591025065335,60.6910738745688,7378.69584309133,6804.01053864169,55.4376463700234,34.0310304449649,ShiftImage__
137,Non-metallic,60.5783288948137,57.7712454805847,28.7537324019371,26.3466042154567,39.1664465756303,28.5421545667447,0.474653773494877,0.6811830643795,1204.80905867621,1330.14240567315,19.5832232878151,157.252135565633,144.693508372252,149.084372993477,78.0,36.1565391347837,12.0,16.6586577894272,144590.0,29.4794509517608,60.5783288948137,5361.53395784543,8873.31674473068,33.4821428571429,57.0843091334895,ShiftImage__
138,Metallic,60.1862600032334,77.046673000858,40.6176814988291,32.9332552693208,44.0829918802237,39.519906323185,0.6748663481772579,0.568662046403303,1526.27224087364,1841.87844165273,22.0414959401119,193.712765800846,161.954272200584,183.651218003318,255.0,145.681010659297,16.0,89.4838210340319,738020.0,41.8747068369296,60.1862600032334,5147.46779859485,9260.83138173302,59.2798594847775,40.068793911007,ShiftImage__
139,Non-metallic,60.0571446621989,59.4381051958975,42.8132318501171,37.3243559718969,46.1947902311171,43.9110070257611,0.7128749142325541,0.7627693354525541,1676.00720015398,1779.94168409804,23.0973951155585,175.271251742126,160.646746861941,166.167566346663,73.0,46.4533357309836,28.0,8.88830711377103,258327.0,45.4593299578656,60.0571446621989,13469.1525175644,8964.98097189695,42.2643442622951,57.0843091334895,ShiftImage__
140,Non-metallic,60.0073996314792,75.7993488343246,12.0338612230358,8.78220140515222,21.7832822716352,10.4288641686183,0.20053962172896697,0.199938203795471,372.68037148849,582.149699362496,10.8916411358176,161.432037327096,128.454683455551,153.047168354192,255.0,73.5518638573744,24.0,52.1917762475206,90763.0,12.5918895191582,60.0073996314792,9342.6156323185,13193.0620608899,12.6244145199063,58.7309718969555,ShiftImage__
141,Non-metallic,59.7747031558016,106.629223060614,35.4544963911642,12.0755269320843,32.1527300405379,36.7754683840749,0.593135465662669,0.21743956191562197,811.943089055361,1469.04872384126,16.076365020269,228.487725032766,150.034037625491,216.619946690635,94.0,62.1277385815076,47.0,7.27712687394774,167310.0,40.0889222422197,59.7747031558016,3829.58870023419,10977.2028688525,58.7309718969555,38.422131147541,ShiftImage__
142,Non-metallic,59.6089230994717,78.8689920960131,42.0495593960942,32.9332552693208,44.7780028259599,46.6554449648712,0.705423906516889,0.5634659972877328,1574.77793190812,1869.79256494597,22.3890014129799,197.67200363508,160.47108412793,187.404810842777,82.0,43.5535782625335,25.0,10.595487291964,227611.0,46.9964695646018,59.6089230994717,5675.49765807962,8503.91539812646,53.7909836065574,42.2643442622951,ShiftImage__
143,Non-metallic,59.5019830638689,67.5760496607206,48.0502680254609,43.9110070257611,51.4734404732951,48.3021077283372,0.8075406154763649,0.751641709872034,2080.92427313743,2243.25206310881,25.7367202366475,196.739726404857,171.49159717247,186.520956605606,79.0,51.0944380069525,25.0,8.55180202340694,352756.0,48.9647125207867,59.5019830638689,12919.1671545667,11312.5731850117,55.9865339578454,53.2420960187354,ShiftImage__
144,Non-metallic,59.4422675443296,73.5259288178041,11.8455203318361,6.58665105386417,17.4960461279452,8.78220140515222,0.199277733188799,0.142486470202288,240.419512083925,479.183378520707,8.74802306397261,153.591578138281,127.285243407022,145.613946935984,156.0,62.9874686716792,36.0,11.2222855332535,50264.0,12.6572360997751,59.4422675443296,5854.4350117096,4021.15046838407,58.7309718969555,11.5266393442623,ShiftImage__
145,Metallic,59.343117484885,64.5406353329293,15.8626275498618,13.1733021077283,28.7516058806077,15.3688524590164,0.267303576592552,0.40776729554402796,649.253193660224,785.417053151824,14.3758029403038,149.200477435705,133.331004789271,141.450922423534,255.0,133.19211136891,19.0,78.0043620229924,287029.0,16.346847587013,59.343117484885,6922.57025761124,14590.5298594848,15.3688524590164,58.7309718969555,ShiftImage__
146,Non-metallic,59.1773406873697,60.3058082931711,26.8937535388494,24.1510538641686,36.2361391678628,26.3466042154567,0.4544603259705,0.601585265812107,1031.27317025473,1211.27734677793,18.1180695839314,154.813070789271,141.364573818719,146.7719945856,68.0,31.4796961729477,13.0,15.1344769421349,107755.0,27.1202511113437,59.1773406873697,11005.1961358314,8801.96135831382,49.3998829039813,42.2643442622951,ShiftImage__
147,Non-metallic,58.9148544401911,62.0665036872584,10.1753105172219,6.58665105386417,19.4874972388498,7.6844262295082,0.172712138796024,0.233126255924564,298.264808224418,481.538441205073,9.74374861942491,133.74414351092,124.63427354874,126.79739899973,207.0,73.2949494949495,36.0,22.0706367102408,72562.0,10.1753105172219,58.9148544401911,10197.7824941452,13954.3691451991,32.9332552693208,49.3998829039813,ShiftImage__
148,Non-metallic,58.7536943534448,91.3022227540863,26.7594229573905,5.48887587822014,18.6835399728281,17.0155152224824,0.45545089975812897,0.107749996738923,274.162601499213,919.586078524703,9.34176998641405,188.610051795276,142.105324263316,178.813541774953,75.0,55.5186813186813,37.0,7.73440880609251,50522.0,27.9444248030981,58.7536943534448,11526.6393442623,5038.23916861827,58.1820843091335,27.4443793911007,ShiftImage__
149,Non-metallic,58.4739197193564,71.8477729999286,40.0187080133222,28.5421545667447,41.8097897545437,45.0087822014051,0.684385589428426,0.580038432367758,1372.92195058452,1685.48038184018,20.9048948772718,181.913068777797,154.184142924935,172.464403745651,84.0,48.8564845292956,31.0,7.32804696371595,222639.0,45.2117547371647,58.4739197193564,12789.6296838407,3784.57991803279,48.8509953161592,46.1065573770492,ShiftImage__
150,Metallic,58.4028433344026,81.2100106783949,23.8507627267494,15.3688524590164,28.6513675538217,23.0532786885246,0.40838358828156396,0.283547183422838,644.734029899248,967.907008025552,14.3256837769108,178.298212346137,132.794965584777,169.037304948951,255.0,112.918224299065,21.0,67.2656912495278,241645.0,24.6477151724531,58.4028433344026,4806.60860655738,7045.52107728337,53.7909836065574,27.4443793911007,ShiftImage__
151,Non-metallic,58.2466646275168,77.3670943391209,30.9841130691565,24.1510538641686,39.1811349116334,30.1888173302108,0.531946563246113,0.532837820131408,1205.71289142841,1442.9197312435,19.5636253611767,177.866349477795,149.563000125385,168.627873275961,75.0,30.3781007266349,11.0,18.1665396710276,121239.0,34.5634092399427,58.2466646275168,11601.8369437939,2158.22599531616,57.6331967213115,32.3843676814988,ShiftImage__
152,Metallic,58.1535254852791,63.6857539894966,20.0561252369589,15.3688524590164,31.8590916520699,18.6621779859485,0.344882362154223,0.47983223441790296,797.180487436173,991.200131835745,15.9295458260349,152.406321496869,136.993589982106,144.490253177641,255.0,173.70559334845,41.0,73.2009515724904,459625.0,22.87920084215,58.1535254852791,14127.8176229508,8032.42096018735,50.4976580796253,36.2265807962529,ShiftImage__
153,Non-metallic,57.8485798802113,67.7480798941922,23.5280958875893,16.4666276346604,30.310369329118,20.3088407494145,0.40671864264100394,0.410329955253768,721.55981383584,1006.09109644796,15.155184664559,156.797422199445,134.644904656928,148.65327769009,72.0,45.8405010438413,26.0,10.8984508178512,109788.0,24.063791298659,57.8485798802113,3987.66832552693,10001.8296252927,36.2265807962529,49.3998829039813,ShiftImage__
154,Non-metallic,57.7253708362345,63.8479556754399,23.6659727553944,15.3688524590164,31.1036252337605,17.5644028103044,0.409975239873889,0.46285308412157294,759.822067012104,1029.71761231887,15.5518126168802,151.496894764492,136.505533893393,143.628062570866,74.0,45.1689135606661,24.0,11.5427015163806,113916.0,24.2644113252041,57.7253708362345,9393.66217798595,10143.9915105386,23.6021662763466,57.0843091334895,ShiftImage__
155,Non-metallic,57.6280557040772,56.9590248028984,13.2506507375844,12.0755269320843,26.4877654519647,12.6244145199063,0.229934023900218,0.43378721164179795,551.036701255011,633.319619052487,13.2438827259824,133.266579646886,125.371331434904,126.344640065946,75.0,47.092946965555,33.0,8.55740590039081,86133.0,15.3563616264687,57.6280557040772,3886.67300936768,10803.7543911007,54.3398711943794,24.6999414519906,ShiftImage__
156,Non-metallic,57.6096621156644,110.052869622071,44.7835194241286,31.8354800936768,46.7888537302331,44.4598946135831,0.777361258155195,0.470311260284198,1719.39117225935,2099.77769080095,23.2236848662595,226.080975740364,168.016881032075,214.338205282675,111.0,47.9297652916074,17.0,11.4938697967073,269557.0,51.2027217973274,57.6096621156644,7528.54215456674,612.009660421546,46.1065573770492,55.9865339578454,ShiftImage__
157,Non-metallic,57.5567835641688,71.5320268132823,29.690282532964,19.7599531615925,33.8157837374243,25.7977166276347,0.5158433236607639,0.443962291756199,898.108478097971,1196.06425829335,16.9078918687122,168.174721340266,141.189629592899,159.439633644287,149.0,51.9758470311976,28.0,13.3013262661357,154940.0,33.1455335488608,57.5567835641688,5937.86592505855,7262.33167447307,43.9110070257611,48.3021077283372,ShiftImage__
158,Non-metallic,57.5284746647333,65.4584947523803,12.0187449719475,9.87997658079625,24.7896117643302,10.9777517564403,0.208918192981663,0.31802828850416304,482.646689672241,595.085080270707,12.3948058821651,145.663637483698,126.505775372874,138.097787887545,99.0,74.4107365792759,61.0,7.86685929947429,119206.0,12.6545995142396,57.5284746647333,4223.6899882904,12660.6411007026,16.4666276346604,56.5354215456674,ShiftImage__
159,Non-metallic,57.5252385558647,75.2720843803505,40.0147765836982,32.9332552693208,44.6149391212255,40.617681498829,0.695603835607539,0.592399516527905,1563.32938371364,1777.30817729084,22.3074695606128,192.08226077936,155.827150623912,182.105402311108,74.0,56.9295230739525,35.0,7.68160168363012,294838.0,42.3102223215889,57.5252385558647,11682.5234192037,5657.93325526932,47.7532201405152,49.9487704918033,ShiftImage__
160,Metallic,57.4638138306826,55.0250343241831,18.0536190548662,16.4666276346604,31.0048048879305,17.5644028103044,0.31417370082781604,0.558380955578611,755.001625667063,824.690489249994,15.5024024439653,137.492182404041,127.708552125921,130.350762687454,255.0,93.1568236233041,19.0,74.8971184977378,233451.0,19.8543226294679,57.4638138306826,6883.05035128806,14874.3047423888,31.2865925058548,51.5954332552693,ShiftImage__
161,Metallic,57.2134361432609,64.2429488978963,15.4440096609227,12.0755269320843,24.8822835333477,14.2710772833724,0.269936761397294,0.32957503767297197,486.262020681022,637.09674096665,12.4411417666738,143.624120091717,122.545880488187,136.164204152741,255.0,102.569392812887,23.0,55.5351107891434,165547.0,16.2251729922005,57.2134361432609,10790.0322014052,5546.50907494145,42.8132318501171,36.7754683840749,ShiftImage__
162,Non-metallic,57.2134055316099,64.7213895617204,7.36407325395592,5.48887587822014,16.6650934169934,7.13553864168618,0.128712374058687,0.164436030965195,218.12497086311,363.232081640208,8.3325467084967,136.183208287283,120.605006211954,129.109777407607,68.0,61.1740331491713,56.0,2.28980198400922,44290.0,7.69628726614545,57.2134055316099,11629.8302107728,10977.2028688525,27.9932669789227,49.9487704918033,ShiftImage__
163,Metallic,57.2023050120571,71.5245316974796,21.0884021515162,15.3688524590164,28.8448473767747,19.2110655737705,0.3686635031065829,0.351058493902637,653.471079837135,950.270774330804,14.4224236883874,161.321705363481,133.648234265873,152.942567093564,255.0,173.061808118081,46.0,65.9922131354653,375198.0,22.2276476231115,57.2023050120571,14330.3571428571,10411.8486533958,52.6932084309133,33.4821428571429,ShiftImage__
164,Metallic,57.191496612952,92.7805123882769,40.1142276261584,15.3688524590164,32.4141386520537,27.4443793911007,0.7014019566166391,0.279005341942051,825.199302754224,1479.26761620261,16.2070693260269,203.349227956568,154.44583256976,192.787157004677,245.0,87.4421321650237,34.0,35.2790346760978,239504.0,42.8961167186696,57.191496612952,11903.1762295082,6210.66305620609,41.7154566744731,49.3998829039813,ShiftImage__
165,Metallic,56.9453388755687,94.4356940495581,26.8359419541163,15.3688524590164,26.6969300879996,25.2488290398126,0.471257920033729,0.23531792962382297,559.773751192898,972.752377219281,13.200364921382,182.367782143985,138.252816432816,172.895499049038,255.0,66.7022564667034,26.0,32.171321117546,121198.0,29.8919370283404,56.9453388755687,12565.6835480094,12161.1533957845,26.8954918032787,55.4376463700234,ShiftImage__
166,Metallic,56.8741340291946,60.215314646562,24.5006744181593,19.7599531615925,32.3608404981823,23.0532786885246,0.430787647783484,0.526768668828226,822.487804497639,1014.89092104288,16.1804202490912,147.748855871372,132.555462358006,140.074698883142,255.0,59.5899596921949,15.0,39.6972426680652,162621.0,25.0345722659102,56.8741340291946,2973.87295081967,5237.48536299766,30.1888173302108,52.1443208430913,ShiftImage__
167,Non-metallic,56.8566545251204,125.50073219075,17.6044090802329,7.6844262295082,24.7353928953716,11.5266393442623,0.309627944649029,0.179575683458334,480.537746583785,812.630002919547,11.8651026952331,193.423550380079,129.139901433043,183.377024590872,102.0,62.4658385093168,50.0,6.06239463526927,90513.0,19.3438104223891,56.8566545251204,10021.5895784543,10510.6484192037,54.8887587822014,24.6999414519906,ShiftImage__
168,Metallic,56.7978136060246,104.969969487729,29.8341301259572,15.3688524590164,29.876977567306,18.6621779859485,0.525268988924472,0.19657762725288602,701.072938119416,1105.25424599798,14.938488783653,223.297529561428,138.284143744431,211.699332832039,181.0,53.1860764933391,21.0,18.0579027250869,123764.0,32.2442958291157,56.7978136060246,10628.1103629977,10133.56264637,44.4598946135831,42.2643442622951,ShiftImage__
169,Non-metallic,56.7905558398199,67.4860392167042,17.2828911164582,12.0755269320843,21.1307523184964,14.8199648711944,0.304326852605658,0.232027293166246,350.68710785174,635.221662778649,10.5653761592482,145.364957076816,124.729669832346,137.814621105579,128.0,46.3367697594502,20.0,17.1813649313945,53936.0,18.3798181284629,56.7905558398199,11193.4645784543,12635.3922716628,27.4443793911007,51.5954332552693,ShiftImage__
170,Metallic,56.7118408040846,66.3657594964685,19.1832691191644,15.3688524590164,29.1227807500646,18.1132903981265,0.338258621959293,0.398854241895442,666.124738367868,853.836047527245,14.5613903750323,152.80586888125,131.326677106393,144.869047850714,255.0,80.8964269561285,31.0,41.2995876406926,178862.0,20.9849774989047,56.7118408040846,1053.86416861827,8618.63290398126,46.6554449648712,40.068793911007,ShiftImage__
171,Metallic,56.4714368256436,61.9735442417903,31.170625865901,25.2488290398126,37.5820409516562,30.1888173302108,0.5519715384990239,0.6077533336382099,1109.30406452758,1289.36004374008,18.7910204758281,159.746366323803,140.59717208586,151.449052031668,255.0,65.2525801195003,22.0,34.4311225495791,240260.0,31.3604096689619,56.4714368256436,12793.4718969555,12549.2169203747,52.1443208430913,36.7754683840749,ShiftImage__
172,Metallic,56.470536294119,50.049428549826,31.5248495349913,29.6399297423888,41.8373052492986,31.8354800936768,0.5582530573253001,0.7996567222176809,1374.72961608891,1450.83521138549,20.9186526246493,155.033734716499,144.89766877267,146.981197106856,255.0,155.035722112645,26.0,79.4253870338564,707428.0,35.4701693990293,56.470536294119,1154.3105971897,10734.5945550351,54.8887587822014,31.8354800936768,ShiftImage__
173,Non-metallic,56.4578949469954,61.7296869636178,34.7196301189822,30.7377049180328,41.7317306643469,34.0310304449649,0.6149650133356579,0.679369427759927,1367.80023165541,1495.57084676192,20.8658653321734,167.775173955885,145.328125888759,159.060838971214,76.0,46.4948226481604,33.0,9.63475556119609,211040.0,34.8757094630904,56.4578949469954,13262.7707845433,11563.4148126464,51.5954332552693,38.971018735363,ShiftImage__
174,Non-metallic,56.3087478030899,59.7933714506172,40.0573031766325,31.8354800936768,44.1872893254072,40.617681498829,0.711386857983626,0.734243458378025,1533.5029028912,1665.87797606797,22.0936446627036,170.88015103955,154.180755604363,162.004541834213,71.0,44.0770137524558,28.0,9.57922000558142,224352.0,40.8069396293688,56.3087478030899,4682.01112412178,13621.1943793911,40.617681498829,55.4376463700234,ShiftImage__
175,Non-metallic,56.2738930785611,67.7056788737224,25.7102034119535,15.3688524590164,31.7384585355923,20.3088407494145,0.4568762174683879,0.43873165085507304,791.154935754872,1101.9500235888,15.8692292677961,158.781773609619,139.056195693889,150.53456079458,70.0,42.8423457730388,15.0,14.6314553735461,112504.0,26.8646871230133,56.2738930785611,3232.94789227166,11623.243559719,54.8887587822014,27.9932669789227,ShiftImage__
176,Metallic,55.8944431271412,61.5947675485852,9.08349451697937,5.48887587822014,15.741812251045,7.13553864168618,0.162511584493604,0.16223242199226598,194.625319306035,406.365077714385,7.87090612552251,129.509075767651,120.03697896543,122.782303008701,229.0,77.3390092879257,37.0,23.9448785531606,49961.0,9.08349451697937,55.8944431271412,10453.5641100703,9264.67359484777,36.2265807962529,45.5576697892272,ShiftImage__
177,Metallic,55.7697101055468,61.7302511215457,18.7660242020249,14.2710772833724,28.3349912935828,15.3688524590164,0.33649133492911,0.42580486332312706,630.57398344819,807.942746990728,14.1674956467914,143.890485014637,128.122729213612,136.41673393479,255.0,145.165312947922,30.0,67.827402445921,303831.0,18.7660242020249,55.7697101055468,6362.70491803279,5421.91159250585,38.422131147541,46.1065573770492,ShiftImage__
178,Non-metallic,55.5055324840966,106.058938082677,48.1456882972918,26.3466042154567,39.7159561347924,48.3021077283372,0.86740341264335,0.32479550587084194,1238.85342567556,1752.99177360049,19.8459012080006,230.926789809129,167.078988649084,218.932325098512,99.0,56.9938920107501,29.0,10.8842256845213,233276.0,53.8512795173927,55.5055324840966,5718.85977751756,1540.17857142857,54.8887587822014,52.6932084309133,ShiftImage__
179,Metallic,55.477335482861,60.1091365708756,13.3033380864787,7.6844262295082,20.8014217380106,8.78220140515222,0.239797711456215,0.27465854574232396,339.841114825398,560.654707984513,10.4007108690053,131.525742661786,120.003651219395,124.694223113108,255.0,137.280141843972,25.0,87.1127269364593,154852.0,13.8233128030436,55.477335482861,7777.18823185012,11724.787763466,27.9932669789227,48.8509953161592,ShiftImage__
180,Metallic,55.4456809712105,59.0175386668831,28.0590492762972,24.1510538641686,35.0140102613317,26.8954918032787,0.506063750770173,0.5930410657875289,962.883158671961,1104.74362474862,17.5070051306659,150.665484511769,138.150041611344,142.839836224803,255.0,171.621714643304,30.0,71.8017618713041,548503.0,29.8959470589803,55.4456809712105,8648.82172131147,7852.38583138173,43.9110070257611,44.4598946135831,ShiftImage__
181,Non-metallic,55.2837748665249,101.717762763653,18.3421054525495,9.87997658079625,24.9361830192939,16.4666276346604,0.331780988125974,0.173747637826403,488.370963769477,849.882655124273,12.3831948202422,198.237048964882,130.413412093564,187.940507406792,104.0,70.4155193992491,56.0,8.20742113281484,112524.0,20.6514371429262,55.2837748665249,3082.00380562061,7995.64549180328,48.3021077283372,38.971018735363,ShiftImage__
182,Metallic,55.2495315991522,57.7723060237237,19.5377610401191,15.3688524590164,28.1516353199972,19.2110655737705,0.35362763220998705,0.46302838066138297,622.439488678433,745.489529724347,14.0758176599986,137.09263501966,122.11496510724,129.971968014381,255.0,89.8257502420136,24.0,49.9311494502635,185580.0,21.1714334079807,55.2495315991522,8892.52781030445,10107.7649297424,41.166569086651,37.3243559718969,ShiftImage__
183,Non-metallic,55.2436909897314,68.087354741947,16.8936667250085,13.1733021077283,26.6969300879996,15.3688524590164,0.30580264320406503,0.33600246618001195,559.773751192898,715.640668532477,13.3484650439998,152.617520437982,124.118765078177,144.690482329375,81.0,57.7201291711518,40.0,8.07641342457333,107244.0,17.9356583280461,55.2436909897314,1281.10362997658,3657.23799765808,34.0310304449649,48.3021077283372,ShiftImage__
184,Metallic,55.1993108037757,81.4370247704294,31.78767927855,19.7599531615925,33.7135352071645,30.7377049180328,0.575870945047664,0.36546480944616494,892.6854815848,1199.7304000977,16.8567676035822,184.797381934233,138.442944947138,175.198904087394,255.0,124.387293004393,26.0,72.0516181286964,368062.0,32.1304757883046,55.1993108037757,9988.65632318501,14394.5769906323,40.068793911007,47.2043325526932,ShiftImage__
185,Metallic,54.9807172446496,61.1369992556487,9.21514630785635,5.48887587822014,16.1626297871429,6.03776346604215,0.167606876913798,0.17241251114006198,205.170034748312,355.812637490747,8.08131489357144,128.985810907924,114.512564100485,122.286216814124,255.0,76.6182085168869,32.0,39.2670127222183,52177.0,9.72762591568547,54.9807172446496,3756.03776346604,7932.52341920375,52.6932084309133,13.7221896955503,ShiftImage__
186,Metallic,54.8799219192098,64.9083304352079,22.849817596906,18.6621779859485,31.3737762817464,23.0532786885246,0.41636024246798004,0.45789824540176294,773.078280710967,990.604919887489,15.6868881408732,153.637279133973,130.349473528263,145.657274196777,255.0,57.4335282651072,16.0,38.913308539733,147317.0,24.8645132580689,54.8799219192098,13804.5228337237,10424.4730679157,48.3021077283372,37.3243559718969,ShiftImage__
187,Metallic,54.5400266596652,85.7736574754875,36.6971366257115,15.3688524590164,33.5309901893391,27.9932669789227,0.6728477940560071,0.334423987145641,883.044598894718,1455.88409538889,16.7654950946695,192.137426761167,147.384006382482,182.157702941422,255.0,114.141589901058,32.0,60.719079642348,334549.0,41.2907236990596,54.5400266596652,7739.3149882904,12615.0834309133,45.0087822014051,52.1443208430913,ShiftImage__
188,Non-metallic,54.5003885710113,70.0047981904221,15.5809434775542,9.87997658079625,21.7920853765699,13.1733021077283,0.28588683284804495,0.229719912216821,372.981649072556,612.226941478068,10.8960426882849,150.665484511769,122.485140752141,142.839836224803,78.0,57.154281098546,32.0,9.54462067199931,70757.0,15.9672068979954,54.5003885710113,3069.92827868852,6374.78044496487,48.3021077283372,31.8354800936768,ShiftImage__
189,Non-metallic,54.3639161683034,68.3019212150255,34.0310304449649,28.5421545667447,38.499671885293,32.9332552693208,0.625985632447989,0.55862109294329,1164.13658482743,1324.06600925005,19.2498359426465,170.691802596282,138.582431363338,161.825976312875,80.0,58.1933730261455,43.0,6.0612660810403,224801.0,34.2497773221902,54.3639161683034,7682.77956674473,544.496487119438,33.4821428571429,53.7909836065574,ShiftImage__
190,Metallic,54.3607171981681,58.1047894820941,19.2082109161071,16.4666276346604,30.5624349525114,18.1132903981265,0.35334726814006,0.51254472083015,733.610917198443,866.164488772925,15.2812174762557,141.46088522439,126.867391068348,134.113328896434,255.0,53.2562628336756,13.0,43.9000642770424,129679.0,20.6418423939526,54.3607171981681,11231.337822014,7967.10333723653,20.8577283372365,52.6932084309133,ShiftImage__
